Id,KeyPhrases
436,rooms
436,suite
436,restaurant
437,simple sheets
437,other choice
437,good night
437,hair dryer
437,duvet
437,winter
437,23 degrees
437,a/c
437,bed
437,covers
437,windows
437,noise
437,chance
437,flight
437,5am
437,sleep
437,room
437,kettle
437,plugs
437,sockets
437,hotel
437,adaptors
437,use
437,service
438,narrow set
438,restaurant
438,choices
438,menu
438,room
439,bath room
439,hair
441,room
441,hotel
441,season
442,restaurant/ pool
442,season
442,bar
442,booking
463,fan
463,bathroom
463,window
474,floor
474,dust
474,water
474,room
480,waze
480,locals
480,second
481,rooms
482,main reason
482,highest rating
482,neighboring hotels
482,unpleasant noise
482,houses
482,time
482,day
482,problems
482,sealing
482,closing
482,window
483,town room
485,thing
485,water
485,shower
485,evening
490,noise
490,rooms
490,neighbors
491,heavy use
491,steady stream
491,hard bed
491,stopover night
491,tiling
491,travelers
491,airport
491,hotel
497,access
497,airport
497,bus
499,open-air car park
499,upper apartment
499,other hand
499,real odyssey
499,problem
499,accommodation
499,guests
499,noise
499,3am
501,hotel lobby
501,long time
501,restaurant
501,food
503,environment
503,walking
503,lot
503,construction
503,roads
507,little time
507,positive experience
507,hotel
510,minimalist room accessories
510,third bed
510,child
510,baby
513,one night
513,room
521,air conditioner
529,balcony furniture
529,rooms
529,plasterboards
529,set
529,shampoo
529,bathroom
529,pampering
531,rule
537,weather
538,longer stay
538,rooms
538,problem
540,large bathroom
540,average
540,shower
543,little parking
543,evening
548,breakfast
550,everything
551,hotel
551,everything
555,bed
555,toilet
555,shower
556,nearby hotel
556,good value
556,lack
556,pool
556,window
556,price
557,independent service
557,known levels
557,cypriot hospitality
557,reasonable value
557,breakfast
557,gastronomy
557,price
557,terms
557,quality
557,quantity
557,product
559,everything
560,hot water
560,care
562,david shemesh
562,boiling soup
562,water
562,bath
562,middle
562,august
563,room
563,seating
568,taxi driver
568,short drive
568,airport
568,price
568,fault
573,complete renovation
573,elevator
573,cleaning
574,sleeping open window
574,blue light
574,balcony
574,night
577,air conditioning
577,poor regulation
577,body
577,heat
579,bottle
579,water
579,6 people
579,everything
579,liking
582,difficulty
582,parking
590,owners
592,elements
595,uncomfortable folding bed
595,child
595,night
595,airplanes
595,music
595,hotel
595,location
595,airport
598,small bathroom
600,comfortable cot
600,noise
600,nightclub
600,12 child
604,television image
604,quality
608,sterile rooms
608,corridor
608,everything
608,small
609,view
609,room
610,one night
610,ridiculous closet
610,size
610,room
610,price
610,comfort
610,partner
610,lack
610,space
613,small downside
613,light
613,outside
613,times
614,one day
614,rooms
614,balcony
614,towel
614,swimsuit
615,2 small bottles
615,detail
615,water
615,room
616,lambda taxi
616,other taxis
616,hotel bill
616,shuttle
616,problem
616,40 minutes
616,end
616,stay
616,front
616,everyone
619,garbage truck
619,3am
619,lot
619,noise
621,2 separate beds
621,one bed
621,room
621,fact
621,husband
621,mattresses
621,beginning
621,hotel
621,impression
623,one night
623,balcony
624,noisy air conditioning
624,night traffic
624,area
628,same price
628,stunning place
628,city center
628,taxis
631,wifi
631,times
639,everything
641,humid air
641,air conditioning
641,room
644,food ratio
644,variety
644,breakfast
644,price
645,hair dryer
742,running water
742,morning
742,shower
743,uncomfortable beds
745,airport
746,sounds
746,airport
747,breakfast time
748,unacceptable manner
748,cypriot language
748,behavior
748,gentleman
748,reservations
748,breakfast
748,price
748,room
748,arrival
748,dissatisfaction
748,choice
749,frozen water
749,bath
750,minibar
750,midnight
750,beer
751,overnight stay
751,small rooms
751,hotel
751,view
752,staff
752,night
753,room
753,property
753,pool
753,noise
756,quality-price ratio
756,air conditioning
756,nearby beach
756,early morning
756,summer
756,lot
756,noise
758,breakfast buffet
759,half raw croissant
759,watery cappuccino
759,20 minutes
759,bad
760,receptionist
760,english
760,staff
760,information
760,bus
760,airport
761,lack
761,adapters
761,sockets
774,one window
776,different sockets
776,difficulties
776,devices
776,adapters
